wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,316071,1189,0,827,0.162,-0.82,0.994,2.99,-7106,32.5,R
,316141,919,0,4095,0.197,-0.929,0.737,-.79,-5567,6.40,R
,316191,793,0,3822,0.171,-0.830,0.487,-1.18,-6.30,-27.84,R
,316211,431,0,3813,0.147,-0.765,0.400,-21.35,-5.50,-3497,R
,316251,167,0,3829,0.117,-0.642,0.307,-0.52,-5.89,-44.01,R
,316271,140,0,3827,0.127,-0.596,0.271,-8.78,-4.76,-3855,R
,316401,190,0,4095,0.161,-0.557,0.477,-6.81,1576,0.89,R
,316661,1010,0,045,0.49,-0.611,0.857,-15.15,-.94,-2314,R
,316811,1023,0,3828,0.422,-0.704,1.080,0.82,-2.52,18.5,R
,316841,1023,0,4044,0.362,-0.730,0.986,3.17,-2.32,20.8,R
,316891,1009,0,3833,0.344,-0.700,0.885,4.50,-3.56,25.1,R
,316901,1009,0,4067,0.347,-0.697,0.870,1.20,-3.95,25.8,R
,316931,1023,0,3829,0.291,-0.708,0.871,.67,-31.01,26.83,R
,316951,1015,0,829,0.29,-0.708,0.883,8.57,-3385,27.3,R
,316981,1011,0,4042,0.145,-0.705,0.883,8.70,-4.39,28.1,R
,317081,1010,0,062,0.19,-0.713,0.312,22.36,-4.25,18.13,R
,317101,986,0,478,0.21,-0.723,0.198,14.07,-4747,10.6,R
,317411,1053,0,3822,0.360,-0.71,0.601,23.82,3.94,-2436,R
,317431,1075,0,3824,0.365,-0.70,0.583,28.36,1.81,-35.43,R
,317521,1117,0,4095,0.246,-0.65,0.994,23.75,30.47,-33.93,R
,317551,1113,0,834,0.11,-0.630,1.363,-23.47,2.43,-2523,R
,317631,1099,0,825,0.348,-0.613,0.987,3.17,-176,12.36,R
,317651,1101,0,824,0.382,-0.588,0.863,26.64,-566,12.6,R
,317671,1100,0,3824,0.342,-0.58,0.820,4.74,-654,19.81,R
,317711,1101,0,824,0.368,-0.661,0.863,21.67,-1.08,24.1,R
,317741,1110,0,095,0.39,-0.650,0.828,23.06,-13.67,34.9,R
,317801,1117,0,095,0.36,-0.808,0.935,-0.84,-2.29,41.5,R
,317811,1127,0,3827,0.351,-0.85,0.931,.48,-2451,41.8,R
,317881,1107,0,095,0.405,-1.060,0.585,-2.89,-5.30,-5.4,R
,317891,1109,0,817,0.32,-1.063,0.510,12.55,-0.22,-983,R
,317911,1123,0,818,0.341,-1.060,0.380,-29.32,-5.53,-2.99,R
